,SPEC1DNAME,ABANDCOR,ABANDCOR_ne,ABANDCOR_pe,VOBS,VOBS_ne,VOBS_pe
237,spec1d.vdgc4B.012.gcA31.fits.gz,-16.631506,2.8619797,3.8126378,104.40223,10.667379,15.901001
238,spec1d.vdgc4B.018.gcA51.fits.gz,0.72049844,8.475863,11.047643,1808.0208,13.889609,8.766065
239,spec1d.vdgc4B.020.gcN108.fits.gz,-22.425514,6.4544654,5.393731,206.66296,22.925861,11.387878
240,spec1d.vdgc4B.021.gcN122.fits.gz,-3.3222983,0.48033231,0.8305746,-71.22928,1.7512115,1.6411353
241,spec1d.vdgc4B.022.gcN124.fits.gz,-4.1028385,0.5603877,0.66045696,-52.896595,1.4710176,1.4409969
242,spec1d.vdgc4B.024.gcN135.fits.gz,-2.0113916,1.0006922,1.2808862,61.182327,1.5010384,2.5817862
243,spec1d.vdgc4B.025.gcN136.fits.gz,-7.1749635,10.847505,14.670149,1320.9938,6.7346587,7.365095
244,spec1d.vdgc4B.026.gcN138.fits.gz,-1.1007615,0.8806092,0.82056767,217.94078,1.7512115,2.2815785
245,spec1d.vdgc4B.027.gcN141.fits.gz,-3.6925545,2.4116683,2.6818554,515.5267,9.476556,7.05488
246,spec1d.vdgc4B.028.gcN157.fits.gz,6.8147144,1.0006922,0.66045696,401.06747,2.9420352,2.0113916
247,spec1d.vdgc4B.029.vir297.fits.gz,1.4810246,0.7905469,1.0507269,91.083015,3.9627414,3.0721252
248,spec1d.vdgc4B.030.vir301.fits.gz,0.0,0.0,0.0,210.68576,6.994839,6.7947006
249,spec1d.vdgc4B.031.vir305.fits.gz,2.8920007,0.65045,0.6304362,-146.26118,2.321606,2.7919314
250,spec1d.vdgc4B.032.vir310.fits.gz,34.44383,0.6204293,0.52036,-37.26578,1.7311976,1.8312669
251,spec1d.vdgc4B.033.sgr367.fits.gz,-9.506577,3.6525266,2.7919314,11.688086,6.6846247,5.143558
252,spec1d.vdgc4B.034.sgr368.fits.gz,9.586633,3.8426585,3.4824092,-15.981055,7.05488,8.375794
253,spec1d.vdgc4B.035.sgr369.fits.gz,-13.13909,3.1822016,3.1321669,125.50683,0.0,0.0
254,spec1d.vdgc4B.036.sgr371.fits.gz,5.874064,14.319906,14.219837,20.58424,10.997608,8.495877
255,spec1d.vdgc4B.037.sgr372.fits.gz,-12.558688,3.38234,2.8920007,-121.06376,19.563534,20.754358
256,spec1d.vdgc4B.038.sgr377.fits.gz,-3.862672,4.002769,3.5424507,-67.86695,3.2422428,3.8526654
257,spec1d.vdgc4B.039.sgr378.fits.gz,-2.4216754,3.0120838,1.8612877,-21.124613,4.6031847,6.3143682
258,spec1d.vdgc4B.040.sgr379.fits.gz,-6.0541883,5.5938697,4.3830323,57.039463,7.1749635,9.7167225
259,spec1d.vdgc4B.041.sgr381.fits.gz,-17.642204,3.992762,3.8326514,31.852036,6.124237,6.7146454
260,spec1d.vdgc4B.043.sgr383.fits.gz,-8.375794,2.1915162,1.6711562,20.68431,4.3329973,5.5938697
261,spec1d.vdgc4B.044.sgr386.fits.gz,0.97067153,1.82126,1.3509345,-29.280256,6.0041537,5.453773
262,spec1d.vdgc4B.046.sgr390.fits.gz,2.8920007,1.410976,1.4309899,164.57385,4.543143,4.593178
263,spec1d.vdgc4B.047.sgr392.fits.gz,-9.0962925,2.7519038,1.7712253,-6.1342435,0.61042225,0.010006923
264,spec1d.vdgc4B.049.mst485.fits.gz,-12.528667,8.956196,10.987601,185.96866,25.467619,23.63635
265,spec1d.vdgc4B.051.mst493.fits.gz,0.31021464,11.978287,14.17981,36.64535,20.8144,3.7125683
266,spec1d.vdgc5.000.alg70.fits.gz,-36.23507,0.06004154,0.090062305,-42.509407,0.07004846,0.07004846
267,spec1d.vdgc5.001.alg73.fits.gz,-13.049027,0.20013845,0.20013845,50.294792,0.26018,0.21014537
268,spec1d.vdgc5.002.alg75.fits.gz,-34.433823,0.14009692,0.090062305,7.945497,0.11007615,0.080055386
269,spec1d.vdgc5.003.alg122.fits.gz,-20.043865,0.49033922,0.5603877,102.07062,0.8405815,0.67046386
270,spec1d.vdgc5.004.alg168.fits.gz,-25.2975,0.080055386,0.100069225,-1.9513499,0.12008308,0.12008308
271,spec1d.vdgc5.013.serendip1.fits.gz,-83.197556,4.3229904,5.443766,4.0327897,7.615268,9.056265
272,spec1d.vdgc5.015.gcN57.fits.gz,-21.394802,2.08144,1.6211214,43.620174,1.8512807,1.6411353
273,spec1d.vdgc5.016.gcN58.fits.gz,-18.923092,4.1028385,4.533136,219.89212,9.306438,10.116999
274,spec1d.vdgc5.017.gcN59.fits.gz,-23.146011,2.3916547,3.12216,-111.427086,5.433759,5.0034614
275,spec1d.vdgc5.018.gcN61.fits.gz,11.087671,1.5710869,1.4810246,-7.275033,2.8719869,3.7926238
276,spec1d.vdgc5.019.gcN66.fits.gz,-21.845112,0.52036,0.61042225,-97.067154,1.2108377,1.7211907
277,spec1d.vdgc5.020.gcN67.fits.gz,-21.184656,0.42029074,0.35024232,-73.07055,0.8305746,0.82056767
278,spec1d.vdgc5.021.gcN161.fits.gz,-19.213291,2.9120145,2.6618414,183.12668,5.0134683,5.5138144
279,spec1d.vdgc5.023.gcN174.fits.gz,-16.801622,4.4430737,5.0334826,1606.8917,12.818868,7.7653723
280,spec1d.vdgc5.024.gcN178.fits.gz,-18.662912,1.4510038,1.4810246,6.044182,1.7211907,3.5524576
281,spec1d.vdgc5.025.gcN189.fits.gz,-31.371704,2.7619107,2.5817862,517.11774,5.8840704,8.22569
282,spec1d.vdgc5.026.gcN191.fits.gz,-13.089056,0.67046386,0.49033922,67.42664,1.2908931,1.541066
283,spec1d.vdgc5.027.gcN192.fits.gz,-9.826798,3.6825476,3.7525961,55.928688,23.996601,20.62427
284,spec1d.vdgc5.028.gcN193.fits.gz,-17.742275,1.7311976,1.5810938,590.2483,4.3229904,3.9427276
285,spec1d.vdgc5.029.gcN196.fits.gz,-12.568695,4.893385,3.4824092,252.06438,0.16011077,0.0
286,spec1d.vdgc5.030.gcN198.fits.gz,-4.2929697,7.2049847,5.4237523,9.4065075,105.74316,40.568066
287,spec1d.vdgc5.032.gcN202.fits.gz,-10.096985,0.16011077,0.16011077,-37.94625,0.0,0.0
288,spec1d.vdgc5.034.gcN209.fits.gz,-21.875132,1.3509345,0.71049154,1108.2267,8.405815,22.615644
289,spec1d.vdgc5.035.gcN270.fits.gz,-34.523884,7.965511,7.6252756,-11.2778015,12.898924,8.315753
290,spec1d.vdgc5.036.vir275.fits.gz,-20.284033,0.5103531,0.42029074,204.95178,1.5210522,1.2508653
291,spec1d.vdgc5.037.vir277.fits.gz,-14.760212,0.24016616,0.20013845,135.12349,0.47032538,0.47032538
292,spec1d.vdgc5.038.vir311.fits.gz,-22.47555,0.21014537,0.30020767,95.88634,0.4403046,0.57039464
293,spec1d.vdgc5.039.vir313.fits.gz,-17.161873,0.28019384,0.25017306,-150.8944,0.68047076,0.57039464
294,spec1d.vdgc5.041.sgr337.fits.gz,-25.577694,1.9413431,2.1014538,127.53824,6.164264,5.713953
295,spec1d.vdgc5.043.mst439.fits.gz,42.449368,4.3530116,13.489332,430.6379,18.582855,13.6694565
296,spec1d.vdgc5.044.mst443.fits.gz,-25.327522,6.1042233,6.0041537,-79.05469,23.226068,10.497262
297,spec1d.vdgc5.046.mst504.fits.gz,16.45138,16.401346,29.860659,1304.1022,14.9103155,8.585939
298,spec1d.vdgc5.049.mst528.fits.gz,-17.642204,8.045567,6.1342435,22.335451,1.681163,12.058342
299,spec1d.vdgc6.000.alg33.fits.gz,163.90338,0.12008308,0.07004846,192.243,0.18012461,0.18012461
300,spec1d.vdgc6.001.alg94.fits.gz,22.725721,0.17011769,0.15010384,2.591793,0.18012461,0.21014537
301,spec1d.vdgc6.002.alg141.fits.gz,7.6653028,0.17011769,0.21014537,-37.565987,0.34023538,0.41028383
302,spec1d.vdgc6.003.alg161.fits.gz,19.193277,0.100069225,0.14009692,9.866826,0.2701869,0.28019384
303,spec1d.vdgc6.004.alg207.fits.gz,75.8925,0.21014537,0.12008308,91.853546,0.2201523,0.33022848
304,spec1d.vdgc6.008.gcA9.fits.gz,3.872679,1.2608724,0.98067844,786.7343,1.9713638,3.762603
305,spec1d.vdgc6.024.gcN106.fits.gz,32.832714,1.1307824,1.0207062,-46.141922,2.1514885,1.6411353
306,spec1d.vdgc6.025.gcN164.fits.gz,8.565926,4.7933164,3.1421738,87.22034,8.135628,10.737429
307,spec1d.vdgc6.026.gcN166.fits.gz,23.63635,2.1915162,1.7111838,140.73737,6.234313,4.963434
308,spec1d.vdgc6.027.gcN167.fits.gz,20.544212,1.1007615,0.95065767,-17.822329,1.8412738,3.372333
309,spec1d.vdgc6.028.gcN168.fits.gz,11.477941,0.20013845,0.16011077,47.96318,0.42029074,0.43029767
310,spec1d.vdgc6.029.gcN169.fits.gz,19.54352,6.064195,4.1228523,1229.8508,5.4237523,5.914091
311,spec1d.vdgc6.030.gcN171.fits.gz,14.750205,1.6711562,1.6211214,38.8869,4.653219,6.2243056
312,spec1d.vdgc6.031.gcN173.fits.gz,35.83479,4.0327897,3.1721945,64.214424,0.0,0.0
313,spec1d.vdgc6.032.gcN176.fits.gz,33.633266,0.2701869,0.24016616,0.5303669,0.5804015,0.5804015
314,spec1d.vdgc6.033.gcN183.fits.gz,9.336459,1.2708791,1.2308515,284.57687,3.38234,2.1214676
315,spec1d.vdgc6.036.gcN188.fits.gz,2.2215369,1.3709484,1.4610107,272.26837,2.9020076,3.0320976
316,spec1d.vdgc6.040.gcN202.fits.gz,7.8254137,2.2415507,2.7919314,-8.03556,18.652905,14.149789
317,spec1d.vdgc6.041.gcN203.fits.gz,3.1321669,3.9627414,5.303669,1459.7198,8.84612,8.305746
318,spec1d.vdgc6.041.serendip1.fits.gz,4.5731635,5.353704,4.673233,2.5217447,5.7539806,8.836113
319,spec1d.vdgc6.042.gcN205.fits.gz,1.1307824,0.8706023,0.96066463,-170.24779,0.95065767,0.85058844
320,spec1d.vdgc6.043.gcN216.fits.gz,15.12046,4.2029076,3.1521807,194.56459,3.9627414,3.9327207
321,spec1d.vdgc6.044.gcN220.fits.gz,21.624962,3.5424507,3.1521807,16.251244,7.275033,7.3751025
322,spec1d.vdgc6.045.gcN221.fits.gz,-2.1915162,1.1808169,0.8005538,63.0236,4.0327897,4.953427
323,spec1d.vdgc6.046.gcN223.fits.gz,-3.4523883,2.851973,2.9720562,-113.33841,7.0648875,8.966203
324,spec1d.vdgc6.049.gcN240.fits.gz,-9.49657,0.17011769,0.16011077,38.986973,0.0,0.0
325,spec1d.vdgc6.051.vir313.fits.gz,-1.160803,0.2201523,0.2701869,133.45232,1.7412046,1.541066
326,spec1d.vdgc6.052.vir315.fits.gz,5.153565,0.32022154,0.26018,85.31902,1.0707407,0.8706023
327,spec1d.vdgc6.053.vir316.fits.gz,2.1715024,0.2701869,0.26018,172.81956,0.43029767,0.4002769
328,spec1d.vdgc6.054.sgr389.fits.gz,11.768141,1.0907545,0.8806092,8.295739,4.8733716,3.022091
329,spec1d.vdgc6.055.sgr390.fits.gz,15.12046,1.2308515,0.9006231,92.83422,0.040027693,0.080055386
330,spec1d.vdgc6.056.sgr410.fits.gz,3.3323052,1.0207062,0.8806092,-156.06796,1.9413431,3.0120838
331,spec1d.vdgc6.057.sgr415.fits.gz,5.2936625,1.8813015,1.8712945,3.9026997,4.393039,4.963434
332,spec1d.vdgc6.058.sgr416.fits.gz,-1.160803,1.7011769,1.9413431,-20.464157,0.0,0.020013846
333,spec1d.vdgc6.059.sgr417.fits.gz,6.5245137,2.7819245,2.4116683,-26.058027,7.1949778,6.0541883
334,spec1d.vdgc6.060.sgr418.fits.gz,1.931336,0.8806092,0.78054,55.638493,2.461703,2.3115993
335,spec1d.vdgc6.061.sgr426.fits.gz,0.8305746,2.08144,1.6511422,5.7239594,6.4244447,5.1635723
336,spec1d.vdgc6.063.mst516.fits.gz,0.6304362,159.8706,26.66845,-123.755615,21.955189,24.777142
337,spec1d.vdgc6.064.mst520.fits.gz,21.334759,5.0835166,6.4444585,9.806784,0.0,2.0113916
338,spec1d.vdgc6.065.mst522.fits.gz,-62.95355,8.816099,8.315753,1325.6671,17.442066,8.03556
339,spec1d.vdgc7.000.alg43.fits.gz,204.79167,0.19013153,0.23015922,143.73944,0.4403046,0.38026306
340,spec1d.vdgc7.001.alg47.fits.gz,-74.381454,0.15010384,0.11007615,177.21259,0.0,0.0
341,spec1d.vdgc7.002.alg142.fits.gz,91.72346,0.49033922,0.49033922,120.74353,0.57039464,0.70048463
342,spec1d.vdgc7.003.alg147.fits.gz,6.0341744,0.70048463,0.5403738,48.483543,1.3509345,1.2908931
343,spec1d.vdgc7.004.alg180.fits.gz,-139.90678,0.23015922,0.2201523,-119.21247,0.25017306,0.38026306
344,spec1d.vdgc7.005.alg197.fits.gz,6.774687,0.37025616,0.41028383,152.65561,1.1307824,0.78054
345,spec1d.vdgc7.010.gcA13.fits.gz,-13.269179,3.1121528,3.3122916,170.17773,6.7846937,7.5051923
346,spec1d.vdgc7.011.gcA15.fits.gz,-24.556988,0.52036,0.5003461,22.915854,4.9834476,5.453773
347,spec1d.vdgc7.013.gcA19.fits.gz,-13.499339,21.184656,19.523506,611.50305,40.64812,36.185036
348,spec1d.vdgc7.014.gcA20.fits.gz,-35.60463,40.08773,14.610106,-43.42004,18.422745,12.828875
349,spec1d.vdgc7.017.gcN77.fits.gz,0.11007615,118.652084,2.5317514,141.82811,0.72049844,0.60041535
350,spec1d.vdgc7.018.gcN79.fits.gz,-7.3150606,0.86059535,0.95065767,58.780663,4.5231295,6.584555
351,spec1d.vdgc7.020.gcN88.fits.gz,-4.763295,4.282963,4.3229904,34.123608,8.255712,13.23916
352,spec1d.vdgc7.021.gcN106.fits.gz,-21.314745,0.11007615,0.15010384,41.94902,0.36024922,0.35024232
353,spec1d.vdgc7.022.gcN110.fits.gz,9.246397,8.806092,6.2643337,101.420166,0.0,0.33022848
354,spec1d.vdgc7.023.gcN114.fits.gz,2.451696,3.7225754,4.2729564,177.32268,6.604569,0.9206369
355,spec1d.vdgc7.028.gcN142.fits.gz,-12.468626,0.25017306,0.33022848,4.6231985,0.99068534,0.9206369
356,spec1d.vdgc7.029.gcN143.fits.gz,-15.160488,0.770533,0.7905469,49.394173,2.2515576,2.2815785
357,spec1d.vdgc7.030.gcN149.fits.gz,-39.067024,7.525206,7.3150606,298.58658,0.0,0.0
358,spec1d.vdgc7.031.serendip1.fits.gz,0.97067153,11.618037,13.559381,-728.1938,29.510416,56.469067
359,spec1d.vdgc7.033.gcN155.fits.gz,-14.740198,3.1721945,2.591793,82.707214,6.604569,5.904084
360,spec1d.vdgc7.039.gcN169.fits.gz,-8.185663,2.0213983,1.7912391,104.612366,7.475171,6.4444585
361,spec1d.vdgc7.041.gcN184.fits.gz,-14.610106,0.4002769,0.33022848,242.45775,1.0307131,0.8906162
362,spec1d.vdgc7.043.vir294.fits.gz,-15.77091,0.8105607,0.31021464,155.87784,1.8112531,1.5911008
363,spec1d.vdgc7.044.vir297.fits.gz,-15.560765,0.28019384,0.38026306,-3.8826861,0.7905469,0.94065076
364,spec1d.vdgc7.045.sgr359.fits.gz,-81.69652,7.685317,16.131159,-39.617405,5.4137454,29.890678
365,spec1d.vdgc7.046.sgr373.fits.gz,-19.993832,2.99207,3.9527345,42.849644,9.626659,7.495185
366,spec1d.vdgc7.047.sgr374.fits.gz,-15.870979,5.2036,6.6646104,-19.203285,6.5345206,8.315753
367,spec1d.vdgc7.048.sgr376.fits.gz,-12.498647,1.9813707,2.571779,126.217316,6.1342435,8.555919
368,spec1d.vdgc7.049.sgr382.fits.gz,-9.52659,5.5338287,4.643212,-30.771288,12.568695,9.446535
369,spec1d.vdgc7.050.sgr385.fits.gz,-5.573856,2.5817862,3.4623952,156.56831,8.405815,8.936182
370,spec1d.vdgc7.052.mst518.fits.gz,-17.181887,10.056958,8.816099,-23.57631,5.874064,13.23916
371,spec1d.vdgc7.058.serendip1.fits.gz,32.642582,13.259173,11.367865,87.67065,5.814022,6.344389
372,spec1d.vdgc7.062.mst578.fits.gz,-29.480396,23.326138,21.46485,155.17735,13.039021,24.526968
373,spec1d.vdgc8.000.alg46.fits.gz,-46.30203,0.65045,0.59040844,-56.60916,0.47032538,0.86059535
374,spec1d.vdgc8.001.alg51.fits.gz,-30.80131,0.9006231,1.0106992,-52.42627,0.9006231,1.0507269
375,spec1d.vdgc8.002.alg82.fits.gz,-29.46038,0.69047767,0.770533,4.2029076,0.7905469,0.78054
376,spec1d.vdgc8.003.alg91.fits.gz,-39.227135,0.33022848,0.2701869,19.293346,0.17011769,0.23015922
377,spec1d.vdgc8.004.alg113.fits.gz,-18.132544,0.36024922,0.46031845,-3.362326,0.69047767,0.7405123
378,spec1d.vdgc8.029.gcA57.fits.gz,-0.12008308,11.678079,15.971048,1190.6036,37.52596,37.015606
379,spec1d.vdgc8.030.gcN104.fits.gz,-21.654982,0.16011077,0.26018,198.21713,0.36024922,0.33022848
380,spec1d.vdgc8.031.gcN106.fits.gz,-21.845112,0.25017306,0.19013153,-52.466297,0.34023538,0.47032538
381,spec1d.vdgc8.032.gcN123.fits.gz,-21.264711,1.2908931,1.9213293,251.9743,4.68324,5.6739254
382,spec1d.vdgc8.033.gcN126.fits.gz,-19.31336,1.1107684,1.69117,-119.50267,2.851973,2.952042
383,spec1d.vdgc8.034.gcN130.fits.gz,-23.466234,0.72049844,0.6304362,-6.1842785,1.5010384,1.3509345
384,spec1d.vdgc8.035.gcN136.fits.gz,-26.078041,3.5924854,2.99207,673.9462,7.4251366,3.1621876
385,spec1d.vdgc8.036.gcN141.fits.gz,-18.01246,2.21153,2.0914469,212.53703,7.1249294,6.0341744
386,spec1d.vdgc8.037.gcN149.fits.gz,-26.588394,1.7512115,1.0207062,539.77344,3.1021461,4.2129145
387,spec1d.vdgc8.038.gcN150.fits.gz,-24.496948,4.68324,3.12216,1400.5588,5.9441123,5.1235447
388,spec1d.vdgc8.040.gcN168.fits.gz,-28.059412,0.31021464,0.26018,46.822395,0.65045,0.5003461
389,spec1d.vdgc8.042.gcN188.fits.gz,-24.827175,1.0607338,1.2008307,176.13185,2.481717,2.5017307
390,spec1d.vdgc8.043.gcN197.fits.gz,23.86651,0.36024922,0.55038077,42.859653,1.5810938,1.6011076
391,spec1d.vdgc8.044.vir322.fits.gz,-27.37894,0.35024232,0.41028383,-258.54886,1.2008307,1.5911008
392,spec1d.vdgc8.045.vir324.fits.gz,-25.577694,0.5804015,0.52036,24.516962,0.25017306,0.49033922
393,spec1d.vdgc8.046.vir325.fits.gz,-27.669142,1.1307824,1.2808862,91.77349,3.4623952,3.1822016
394,spec1d.vdgc8.047.vir332.fits.gz,-24.967274,1.2908931,1.2208445,-136.0141,8.766065,5.914091
395,spec1d.vdgc8.048.vir333.fits.gz,-23.966581,0.42029074,0.49033922,119.63277,1.69117,1.5810938
396,spec1d.vdgc8.049.vir334.fits.gz,-10.877525,1.1407893,1.2508653,54.917995,0.0,0.0
397,spec1d.vdgc8.050.sgr395.fits.gz,21.444836,3.1021461,3.762603,-46.552204,6.234313,6.0241675
398,spec1d.vdgc8.051.sgr403.fits.gz,-20.103907,1.2308515,1.1507962,183.93726,4.903392,3.2422428
399,spec1d.vdgc8.052.sgr405.fits.gz,-23.60633,1.2708791,1.1808169,-106.97401,3.4023538,1.9413431
400,spec1d.vdgc8.053.sgr415.fits.gz,-31.38171,2.7819245,2.821952,-41.06841,13.459311,12.7188
401,spec1d.vdgc8.054.sgr429.fits.gz,7.705331,8.115615,9.936873,-8.315753,13.749513,8.165649
402,spec1d.vdgc8.055.sgr435.fits.gz,-24.857197,5.303669,5.0434895,13.929637,9.736736,10.707408
403,spec1d.vdgc8.056.sgr437.fits.gz,-24.466927,12.088364,19.013153,-35.60463,12.938951,12.928945
404,spec1d.vdgc8.057.sgr438.fits.gz,5.5338287,3.9026997,4.8633647,45.23129,6.6245832,24.807161
405,spec1d.vdgc8.058.sgr448.fits.gz,-16.051104,3.3222983,3.2122223,-63.483917,7.915476,15.941028
406,spec1d.vdgc8.059.sgr452.fits.gz,-15.350619,4.643212,4.1228523,-10.317138,71.36938,27.118761
407,spec1d.vdgc8.060.sgr455.fits.gz,-14.460003,1.7612184,1.6511422,297.44577,4.2229214,5.85405
408,spec1d.vdgc8.061.mst517.fits.gz,-1.0006922,7.034867,5.133551,-45.221283,8.966203,8.535906
409,spec1d.vdgc8.062.mst519.fits.gz,5.2236137,5.864057,8.085593,206.75304,12.248474,10.086979
410,spec1d.vdgc8.065.mst532.fits.gz,-37.736107,7.615268,10.287116,-23.236074,18.432753,9.486563
411,spec1d.vdgc8.066.mst561.fits.gz,-3.5224369,25.16741,55.08811,-448.79047,14.880295,24.136698
412,spec1d.vdgc9B.001.alg81.fits.gz,26.538359,0.36024922,0.37025616,6.8047075,0.6204293,0.8405815
413,spec1d.vdgc9B.002.alg86.fits.gz,-22.435522,0.67046386,0.5003461,-38.136383,1.3409277,0.95065767
414,spec1d.vdgc9B.003.alg91.fits.gz,-11.397885,0.20013845,0.2201523,15.370634,0.2701869,0.26018
415,spec1d.vdgc9B.004.alg111.fits.gz,-61.682674,0.16011077,0.15010384,-28.049404,0.2701869,0.2701869
416,spec1d.vdgc9B.005.alg121.fits.gz,11.557996,0.20013845,0.23015922,32.352383,0.2701869,0.33022848
417,spec1d.vdgc9B.007.gcA8.fits.gz,6.354396,0.7905469,0.5603877,-156.91855,2.2515576,1.7612184
418,spec1d.vdgc9B.008.gcA9.fits.gz,4.7032537,3.0120838,4.533136,1043.7821,5.914091,2.8119454
419,spec1d.vdgc9B.022.gcN122.fits.gz,-3.7926238,1.7311976,1.7412046,288.3495,0.70048463,0.69047767
420,spec1d.vdgc9B.024.gcN124.fits.gz,-6.8747563,0.70048463,0.5403738,117.19107,0.0,0.0
421,spec1d.vdgc9B.025.gcN125.fits.gz,-1.9013153,1.82126,1.8312669,186.91931,1.4309899,3.3022845
422,spec1d.vdgc9B.026.gcN126.fits.gz,-4.242935,0.42029074,0.5003461,121.49406,1.0207062,0.78054
423,spec1d.vdgc9B.027.gcN131.fits.gz,-7.8754487,3.2822707,3.7025614,190.45175,8.525898,6.5245137
424,spec1d.vdgc9B.028.gcN132.fits.gz,4.0828247,2.9020076,2.851973,214.82861,6.5545344,5.563849
425,spec1d.vdgc9B.029.gcN135.fits.gz,8.876141,1.7211907,1.8312669,60.53188,6.3944235,8.275725
426,spec1d.vdgc9B.030.gcN136.fits.gz,-2.591793,2.4216754,1.931336,105.873245,0.050034612,0.03002077
427,spec1d.vdgc9B.032.gcN139.fits.gz,-3.9327207,0.46031845,0.5603877,69.147835,1.3309207,1.56108
428,spec1d.vdgc9B.033.gcN140.fits.gz,-1.6211214,0.25017306,0.19013153,-36.475235,0.28019384,0.42029074
429,spec1d.vdgc9B.034.gcN143.fits.gz,-5.7539806,0.93064386,0.93064386,143.79948,1.1007615,1.0106992
430,spec1d.vdgc9B.035.gcN144.fits.gz,16.68154,8.595946,10.036943,1.6111146,8.0555725,6.2042923
431,spec1d.vdgc9B.036.gcN151.fits.gz,28.74989,3.2322361,4.903392,126.39744,22.025238,20.223991
432,spec1d.vdgc9B.037.gcN154.fits.gz,-41.868965,20.053873,22.215368,226.02637,0.0,0.0
433,spec1d.vdgc9B.038.gcN156.fits.gz,-4.6231985,1.5010384,1.7311976,282.10516,4.513122,3.6925545
434,spec1d.vdgc9B.039.gcN159.fits.gz,0.47032538,1.1107684,1.0106992,-97.87771,0.0,0.0
435,spec1d.vdgc9B.040.gcN171.fits.gz,115.54994,3.7926238,3.7225754,147.48203,1.2908931,1.7111838
436,spec1d.vdgc9B.041.gcN172.fits.gz,23.826483,33.152935,39.497326,-22.695702,3.9527345,7.8554344
437,spec1d.vdgc9B.042.vir288.fits.gz,-8.005538,0.8906162,0.8806092,79.94531,1.69117,1.4209831
438,spec1d.vdgc9B.043.vir289.fits.gz,-1.2108377,0.31021464,0.23015922,124.946434,0.73050535,0.8105607
439,spec1d.vdgc9B.044.vir290.fits.gz,-8.615961,0.78054,0.7505192,79.45497,1.6611491,3.1621876
440,spec1d.vdgc9B.045.vir294.fits.gz,-3.9427276,0.52036,0.4403046,33.813393,1.2508653,1.1307824
441,spec1d.vdgc9B.046.vir295.fits.gz,8.155642,0.34023538,0.33022848,124.79633,1.160803,1.1007615
442,spec1d.vdgc9B.047.vir296.fits.gz,16.141167,0.31021464,0.46031845,33.973503,1.541066,1.7812324
443,spec1d.vdgc9B.048.vir302.fits.gz,53.366917,0.21014537,0.17011769,-75.94254,1.3409277,2.1314745
444,spec1d.vdgc9B.049.sgr375.fits.gz,-6.1342435,0.96066463,1.0607338,-34.63396,4.763295,4.2929697
445,spec1d.vdgc9B.050.sgr377.fits.gz,-69.55812,9.646673,10.01693,-27.138775,7.3350744,6.8947697
446,spec1d.vdgc9B.051.sgr382.fits.gz,-12.218453,1.1808169,1.0207062,-29.410345,2.721883,1.7311976
447,spec1d.vdgc9B.052.sgr383.fits.gz,-9.086286,1.8512807,2.0314054,85.61923,5.4737864,5.103531
448,spec1d.vdgc9B.053.sgr387.fits.gz,-2.7519038,3.9427276,3.7826169,1.1107684,0.0,0.0
449,spec1d.vdgc9B.054.sgr388.fits.gz,-13.969664,7.525206,7.535213,171.7288,4.8133297,7.4651647
450,spec1d.vdgc9B.055.sgr389.fits.gz,9.13632,3.1621876,3.12216,-1.4409969,12.568695,13.739506
451,spec1d.vdgc9B.056.sgr391.fits.gz,12.518661,2.3015924,1.8612877,13.809553,4.803323,5.573856
452,spec1d.vdgc9B.061.mst526.fits.gz,4.673233,21.654982,41.348606,-41.74888,11.60803,7.985524
453,spec1d.vdgc9B.066.gcN138.fits.gz,6.744666,0.20013845,0.16011077,221.78343,0.4403046,0.46031845
454,spec1d.vugc1.000.NUC001.fits.gz,-23.48,0.23,0.18,1403.28,0.24,0.21
455,spec1d.vugc1.007.GCXL008.fits.gz,36.9,3.75,3.44,-544.81,4.99,3.6
456,spec1d.vugc1.009.GCXL011.fits.gz,58.58,7.6,5.66,-271.02,18.9,1.14
457,spec1d.vugc1.011.GCXL013.fits.gz,-23.91,5.61,6.78,1251.6,6.84,9.15
458,spec1d.vugc1.012.GCXL015.fits.gz,45.47,3.74,3.44,1452.44,7.26,5.45
459,spec1d.vugc1.014.GCXL017.fits.gz,-17.71,24.32,28.32,943.01,16.38,12.48
460,spec1d.vugc1.025.GCBL001.fits.gz,20.18,10.84,13.53,220.64,4.53,3.2
461,spec1d.vugc1.029.GCBL007.fits.gz,-30.3,0.32,0.3,-35.26,0.49,0.53
462,spec1d.vugc1.030.GCBL008.fits.gz,-8.24,48.57,29.95,-45.66,5.46,4.92
463,spec1d.vugc1.034.GCXO0018.fits.gz,-100.27,22.98,16.91,897.41,11.94,10.37
464,spec1d.vugc1.035.GCXO0024.fits.gz,9.39,23.21,12.52,776.02,7.45,9.11
465,spec1d.vugc1.036.GCXO0025.fits.gz,13.97,3.87,4.28,1253.65,72.61,52.65
466,spec1d.vugc1.044.GCXO0504.fits.gz,22.94,22.27,9.11,-28.63,25.85,14.91
467,spec1d.vugc1.045.GCXO0555.fits.gz,-20.9,9.09,8.36,1222.12,1.85,2.58
468,spec1d.vugc1.047.GCXO0598.fits.gz,43.27,69.47,97.02,1407.88,55.7,56.09
469,spec1d.vugc1.055.GCBO0200.fits.gz,-21.41,31.64,21.78,10.85,47.09,28.63
470,spec1d.vugc1.057.GCBO0339.fits.gz,4.27,13.19,14.37,-39.45,11.28,18.49
471,spec1d.vugc1.058.GCBO0358.fits.gz,-37.3,7.94,5.51,-6.81,6.25,2.86
